Case;Maschinenstatus;Verzögerung;vorher Maschinenpause;Vorverarbeitung
17999;Schlecht;Nein;Nein;nein
18000;Schlecht;Ja;Nein;Ja
18001;Schlecht;Ja;Nein;Ja
18002;Schlecht;Nein;Nein;Ja
18003;Gut;Ja;Nein;nein
18004;Schlecht;Ja;Nein;nein
18005;Gut;Nein;Nein;nein
18006;Schlecht;Ja;Nein;Ja
18007;Gut;Nein;Nein;nein
18008;Gut;Ja;Nein;nein
18009;Gut;Ja;Nein;nein
18010;Gut;Nein;Nein;nein
18011;Schlecht;Ja;Nein;Ja
18012;Gut;Nein;Nein;Ja
18013;Schlecht;Nein;Nein;Ja
18014;Gut;Ja;Nein;nein
18015;Schlecht;Ja;Nein;Ja
18016;Gut;Ja;Nein;nein
18017;Gut;Nein;Nein;nein
18018;Schlecht;Nein;Nein;Ja
18019;Schlecht;Nein;Nein;Ja
18020;Gut;Nein;Nein;nein
18021;Gut;Nein;Ja;nein
18022;Schlecht;Ja;Nein;Ja
18023;Gut;Nein;Nein;Ja
18024;Schlecht;Nein;Nein;Ja
18025;Gut;Nein;Nein;nein
18026;Gut;Ja;Nein;nein
18027;Gut;Nein;Nein;nein
18028;Gut;Ja;Nein;nein
18029;Gut;Nein;Ja;nein
18030;Schlecht;Ja;Nein;nein
18031;Schlecht;Ja;Nein;Ja
18032;Schlecht;Nein;Nein;Ja
18033;Schlecht;Ja;Nein;Ja
18034;Gut;Nein;Nein;nein
18035;Gut;Ja;Nein;nein
18036;Gut;Ja;Nein;nein
18037;Schlecht;Ja;Nein;Ja
18038;Gut;Ja;Nein;nein
18039;Gut;Nein;Nein;nein
18040;Gut;Nein;Ja;nein
18041;Gut;Ja;Ja;nein
18042;Gut;Nein;Nein;nein
18043;Gut;Nein;Nein;Ja
18044;Schlecht;Ja;Nein;nein
18045;Schlecht;Nein;Ja;Ja
18046;Gut;Nein;Nein;nein
18047;Gut;Ja;Nein;nein
18048;Gut;Nein;Nein;nein
18049;Schlecht;Ja;Nein;Ja
18050;Schlecht;Nein;Nein;Ja
18051;Schlecht;Ja;Nein;Ja
18052;Gut;Nein;Nein;nein
18053;Schlecht;Ja;Nein;Ja
18054;Schlecht;Nein;Nein;Ja
18055;Gut;Nein;Nein;nein
18056;Schlecht;Ja;Nein;Ja
18057;Gut;Nein;Nein;nein
18058;Gut;Ja;Nein;nein
18059;Gut;Nein;Ja;nein
18060;Gut;Ja;Nein;nein
18061;Gut;Nein;Nein;nein
18062;Gut;Nein;Nein;nein
18063;Gut;Nein;Nein;nein
18064;Gut;Nein;Ja;nein
18065;Gut;Ja;Nein;nein
18066;Gut;Nein;Nein;nein
18067;Gut;Nein;Nein;nein
18068;Schlecht;Nein;Nein;Ja
18069;Gut;Nein;Nein;nein
18070;Schlecht;Ja;Nein;Ja
18071;Gut;Ja;Ja;nein
18072;Gut;Nein;Nein;nein
18073;Gut;Nein;Nein;nein
18074;Gut;Ja;Nein;nein
18075;Schlecht;Nein;Nein;Ja
18076;Schlecht;Nein;Nein;nein
18077;Schlecht;Nein;Ja;Ja
18078;Gut;Nein;Nein;nein
18079;Gut;Nein;Nein;nein
18080;Schlecht;Nein;Nein;nein
18081;Schlecht;Nein;Nein;Ja
18082;Gut;Nein;Nein;Ja
18083;Schlecht;Ja;Nein;Ja
18084;Gut;Nein;Nein;nein
18085;Gut;Nein;Nein;nein
18086;Gut;Nein;Nein;Ja
18087;Gut;Ja;Nein;nein
18088;Schlecht;Nein;Nein;Ja
18089;Gut;Nein;Nein;nein
18090;Schlecht;Nein;Nein;Ja
18091;Gut;Nein;Nein;nein
18092;Gut;Ja;Nein;nein
18093;Gut;Nein;Nein;nein
18094;Gut;Ja;Nein;nein
18095;Schlecht;Nein;Nein;Ja
18096;Schlecht;Nein;Nein;Ja
18097;Schlecht;Nein;Nein;Ja
18098;Gut;Nein;Ja;nein
18099;Gut;Ja;Ja;nein
18100;Gut;Ja;Nein;nein
18101;Gut;Nein;Nein;nein
18102;Gut;Nein;Ja;nein
18103;Schlecht;Ja;Nein;Ja
18104;Gut;Ja;Nein;nein
18105;Schlecht;Ja;Ja;Ja
18106;Gut;Ja;Nein;nein
18107;Gut;Nein;Nein;nein
18108;Gut;Nein;Ja;nein
18109;Gut;Nein;Ja;nein
18110;Gut;Nein;Ja;nein
18111;Gut;Ja;Ja;nein
18112;Schlecht;Nein;Nein;Ja
18113;Schlecht;Ja;Nein;nein
18114;Schlecht;Nein;Nein;Ja
18115;Gut;Nein;Nein;nein
18116;Gut;Nein;Ja;nein
18117;Schlecht;Nein;Nein;Ja
18118;Gut;Nein;Nein;nein
18119;Gut;Ja;Ja;nein
18120;Schlecht;Ja;Nein;Ja
18121;Schlecht;Ja;Nein;Ja
18122;Gut;Ja;Ja;nein
18123;Gut;Nein;Nein;nein
18124;Gut;Ja;Nein;nein
18125;Gut;Ja;Nein;nein
18126;Gut;Ja;Nein;nein
18127;Gut;Ja;Nein;nein
18128;Gut;Nein;Nein;nein
18129;Gut;Nein;Nein;nein
18130;Gut;Ja;Nein;nein
18131;Gut;Ja;Nein;nein
18132;Gut;Nein;Nein;nein
18133;Gut;Ja;Nein;nein
18134;Gut;Nein;Nein;nein
18135;Gut;Nein;Nein;nein
18136;Gut;Ja;Nein;nein
18137;Schlecht;Nein;Nein;Ja
18138;Gut;Ja;Nein;nein
18139;Gut;Nein;Nein;nein
18140;Schlecht;Ja;Nein;Ja
18141;Schlecht;Ja;Nein;Ja
18142;Gut;Nein;Ja;nein
18143;Gut;Nein;Nein;nein
18144;Schlecht;Ja;Nein;nein
18145;Gut;Nein;Nein;nein
18146;Gut;Nein;Nein;nein
18147;Schlecht;Ja;Nein;Ja
18148;Gut;Ja;Nein;nein
18149;Schlecht;Nein;Nein;Ja
18150;Gut;Nein;Nein;nein
18151;Schlecht;Ja;Nein;Ja
18152;Gut;Nein;Ja;nein
18153;Schlecht;Nein;Nein;Ja
18154;Schlecht;Nein;Nein;Ja
18155;Gut;Ja;Ja;nein
18156;Gut;Nein;Nein;nein
18157;Schlecht;Ja;Nein;nein
18158;Gut;Nein;Nein;nein
18159;Schlecht;Ja;Nein;Ja
18160;Gut;Nein;Nein;nein
18161;Schlecht;Ja;Nein;nein
18162;Gut;Nein;Nein;nein
18163;Gut;Nein;Nein;nein
18164;Schlecht;Nein;Nein;Ja
18165;Gut;Ja;Ja;nein
18166;Gut;Ja;Nein;nein
18167;Gut;Nein;Nein;nein
18168;Gut;Nein;Nein;nein
18169;Gut;Nein;Nein;nein
18170;Gut;Nein;Nein;Ja
18171;Gut;Ja;Ja;nein
18172;Gut;Ja;Nein;nein
18173;Gut;Ja;Nein;nein
18174;Gut;Nein;Nein;nein
18175;Schlecht;Ja;Nein;Ja
18176;Gut;Nein;Nein;nein
18177;Schlecht;Ja;Nein;Ja
18178;Schlecht;Ja;Ja;Ja
18179;Gut;Ja;Nein;nein
18180;Gut;Nein;Nein;nein
18181;Gut;Nein;Nein;nein
18182;Schlecht;Ja;Nein;Ja
18183;Gut;Nein;Nein;nein
18184;Gut;Nein;Ja;nein
18185;Gut;Nein;Nein;nein
18186;Schlecht;Ja;Nein;Ja
18187;Schlecht;Nein;Ja;Ja
18188;Gut;Nein;Nein;nein
18189;Schlecht;Nein;Nein;Ja
18190;Schlecht;Ja;Nein;Ja
18191;Gut;Ja;Nein;nein
18192;Gut;Ja;Ja;nein
18193;Gut;Nein;Ja;nein
18194;Gut;Ja;Nein;nein
18195;Schlecht;Nein;Nein;Ja
18196;Schlecht;Ja;Nein;Ja
18197;Gut;Ja;Nein;nein
18198;Gut;Nein;Ja;nein
18199;Gut;Ja;Nein;nein
18200;Gut;Ja;Nein;nein
18201;Gut;Ja;Nein;nein
18202;Schlecht;Ja;Nein;Ja
18203;Gut;Ja;Nein;nein
18204;Gut;Ja;Nein;nein
18205;Schlecht;Nein;Nein;Ja
18206;Gut;Nein;Nein;Ja
18207;Schlecht;Ja;Nein;Ja
18208;Schlecht;Nein;Nein;Ja
18209;Gut;Ja;Nein;nein
18210;Gut;Nein;Ja;Ja
18211;Gut;Nein;Nein;nein
18212;Schlecht;Ja;Nein;Ja
18213;Schlecht;Ja;Ja;Ja
18214;Gut;Ja;Nein;nein
18215;Gut;Nein;Nein;nein
18216;Gut;Ja;Nein;nein
18217;Gut;Ja;Nein;nein
18218;Gut;Nein;Ja;nein
18219;Gut;Ja;Nein;nein
18220;Gut;Nein;Nein;nein
18221;Gut;Nein;Nein;nein
18222;Schlecht;Ja;Ja;Ja
18223;Gut;Nein;Nein;nein
18224;Gut;Nein;Ja;nein
18225;Schlecht;Nein;Nein;Ja
18226;Schlecht;Ja;Nein;Ja
18227;Schlecht;Ja;Nein;Ja
18228;Schlecht;Nein;Nein;nein
18229;Gut;Ja;Nein;nein
18230;Gut;Ja;Nein;nein
18231;Gut;Ja;Nein;nein
18232;Gut;Nein;Nein;nein
18233;Gut;Ja;Nein;nein
18234;Schlecht;Ja;Nein;Ja
18235;Gut;Ja;Ja;nein
18236;Gut;Nein;Nein;nein
18237;Schlecht;Nein;Ja;nein
18238;Gut;Nein;Ja;nein
18239;Schlecht;Ja;Nein;nein
18240;Schlecht;Ja;Nein;Ja
18241;Schlecht;Ja;Nein;Ja
18242;Gut;Nein;Nein;nein
18243;Schlecht;Nein;Ja;Ja
18244;Schlecht;Nein;Nein;Ja
18245;Gut;Nein;Nein;nein
18246;Gut;Nein;Nein;nein
18247;Schlecht;Ja;Nein;Ja
18248;Schlecht;Ja;Nein;Ja
18249;Gut;Ja;Ja;nein
18250;Gut;Nein;Ja;nein
18251;Schlecht;Ja;Nein;Ja
18252;Gut;Nein;Ja;nein
18253;Gut;Nein;Nein;nein
18254;Gut;Nein;Nein;nein
18255;Gut;Ja;Nein;nein
18256;Schlecht;Ja;Nein;nein
18257;Gut;Ja;Nein;nein
18258;Gut;Nein;Nein;nein
18259;Gut;Nein;Nein;nein
18260;Gut;Ja;Nein;nein
18261;Gut;Nein;Nein;nein
18262;Schlecht;Nein;Nein;Ja
18263;Schlecht;Nein;Nein;Ja
18264;Schlecht;Nein;Nein;Ja
18265;Gut;Ja;Nein;nein
18266;Gut;Nein;Nein;nein
18267;Gut;Nein;Nein;Ja
18268;Gut;Ja;Nein;nein
18269;Gut;Nein;Nein;nein
18270;Gut;Nein;Nein;nein
18271;Schlecht;Nein;Nein;Ja
18272;Schlecht;Nein;Nein;Ja
18273;Gut;Nein;Nein;nein
18274;Gut;Ja;Nein;nein
18275;Schlecht;Ja;Nein;nein
18276;Gut;Nein;Nein;nein
18277;Schlecht;Ja;Nein;Ja
18278;Schlecht;Nein;Nein;Ja
18279;Gut;Nein;Ja;nein
18280;Schlecht;Ja;Nein;nein
18281;Gut;Ja;Nein;nein
18282;Gut;Nein;Nein;nein
18283;Gut;Nein;Nein;nein
18284;Gut;Ja;Nein;nein
18285;Schlecht;Nein;Nein;Ja
18286;Gut;Nein;Nein;nein
18287;Gut;Nein;Nein;nein
18288;Gut;Ja;Ja;nein
18289;Schlecht;Ja;Nein;Ja
18290;Gut;Nein;Nein;nein
18291;Gut;Nein;Ja;nein
18292;Gut;Ja;Nein;nein
18293;Schlecht;Ja;Nein;Ja
18294;Schlecht;Ja;Nein;Ja
18295;Gut;Ja;Nein;nein
18296;Schlecht;Nein;Nein;Ja
18297;Gut;Nein;Ja;nein
18298;Gut;Ja;Nein;nein
18299;Gut;Nein;Nein;nein
18300;Gut;Nein;Nein;nein
18301;Gut;Ja;Ja;nein
18302;Gut;Nein;Nein;nein
18303;Schlecht;Ja;Nein;Ja
18304;Schlecht;Ja;Nein;Ja
18305;Schlecht;Nein;Nein;Ja
18306;Gut;Nein;Ja;nein
18307;Gut;Nein;Nein;nein
18308;Gut;Ja;Ja;nein
18309;Gut;Nein;Ja;nein
18310;Gut;Nein;Nein;nein
18311;Gut;Nein;Nein;nein
18312;Gut;Nein;Nein;nein
18313;Gut;Nein;Nein;nein
18314;Gut;Nein;Nein;nein
18315;Gut;Nein;Nein;nein
18316;Gut;Nein;Nein;nein
18317;Schlecht;Ja;Nein;Ja
18318;Gut;Nein;Nein;nein
18319;Schlecht;Nein;Nein;Ja
18320;Schlecht;Nein;Nein;Ja
18321;Gut;Nein;Nein;nein
18322;Schlecht;Nein;Nein;Ja
18323;Gut;Ja;Ja;nein
18324;Gut;Ja;Nein;nein
18325;Gut;Ja;Nein;nein
18326;Gut;Ja;Ja;nein
18327;Gut;Ja;Nein;nein
18328;Gut;Ja;Ja;nein
18329;Gut;Ja;Nein;nein
18330;Schlecht;Ja;Nein;Ja
18331;Gut;Nein;Nein;nein
18332;Schlecht;Nein;Nein;Ja
18333;Gut;Ja;Nein;nein
18334;Schlecht;Ja;Nein;Ja
18335;Gut;Ja;Nein;nein
18336;Gut;Ja;Nein;nein
18337;Gut;Nein;Nein;nein
18338;Schlecht;Nein;Nein;Ja
18339;Schlecht;Nein;Nein;Ja
18340;Gut;Nein;Nein;nein
18341;Gut;Ja;Nein;nein
18342;Gut;Nein;Nein;Ja
18343;Gut;Ja;Nein;nein
18344;Gut;Nein;Ja;nein
18345;Schlecht;Ja;Nein;nein
18346;Gut;Nein;Nein;nein
18347;Gut;Nein;Nein;nein
18348;Schlecht;Ja;Ja;Ja
18349;Gut;Ja;Nein;nein
18350;Gut;Ja;Nein;nein
18351;Gut;Ja;Nein;nein
18352;Gut;Nein;Nein;nein
18353;Gut;Nein;Ja;nein
18354;Gut;Nein;Nein;nein
18355;Gut;Nein;Ja;nein
18356;Gut;Ja;Nein;nein
18357;Gut;Ja;Nein;nein
18358;Gut;Nein;Nein;Ja
18359;Schlecht;Ja;Nein;Ja
18360;Schlecht;Ja;Nein;Ja
18361;Gut;Nein;Nein;nein
18362;Gut;Nein;Ja;nein
18363;Gut;Ja;Nein;nein
18364;Gut;Ja;Nein;nein
18365;Gut;Nein;Nein;nein
18366;Schlecht;Nein;Nein;Ja
18367;Gut;Nein;Ja;nein
18368;Gut;Ja;Nein;nein
18369;Gut;Nein;Nein;nein
18370;Gut;Nein;Nein;nein
18371;Schlecht;Nein;Nein;Ja
18372;Gut;Nein;Ja;nein
18373;Gut;Ja;Nein;nein
18374;Gut;Ja;Ja;nein
18375;Gut;Nein;Ja;nein
18376;Schlecht;Nein;Nein;Ja
18377;Schlecht;Ja;Nein;Ja
18378;Gut;Ja;Nein;nein
18379;Gut;Nein;Nein;nein
18380;Gut;Nein;Nein;nein
18381;Gut;Ja;Ja;nein
18382;Gut;Nein;Nein;nein
18383;Schlecht;Ja;Nein;Ja
18384;Gut;Ja;Nein;nein
18385;Gut;Nein;Nein;Ja
18386;Gut;Nein;Nein;Ja
18387;Schlecht;Ja;Nein;Ja
18388;Gut;Nein;Nein;nein
18389;Gut;Nein;Nein;nein
18390;Gut;Ja;Nein;nein
18391;Schlecht;Nein;Nein;Ja
18392;Gut;Nein;Nein;nein
18393;Schlecht;Nein;Nein;Ja
18394;Gut;Nein;Nein;nein
18395;Gut;Nein;Nein;nein
18396;Gut;Nein;Nein;nein
18397;Schlecht;Ja;Nein;Ja
18398;Gut;Nein;Nein;nein
18399;Schlecht;Nein;Nein;Ja
18400;Gut;Ja;Nein;nein
18401;Schlecht;Nein;Nein;Ja
18402;Gut;Ja;Nein;nein
18403;Gut;Ja;Ja;nein
18404;Gut;Ja;Nein;nein
18405;Gut;Nein;Nein;nein
18406;Gut;Ja;Ja;nein
18407;Gut;Nein;Ja;nein
18408;Gut;Ja;Nein;nein
18409;Schlecht;Ja;Nein;Ja
18410;Gut;Nein;Ja;nein
18411;Schlecht;Ja;Nein;Ja
18412;Gut;Nein;Nein;nein
18413;Gut;Ja;Nein;Ja
18414;Schlecht;Nein;Nein;Ja
18415;Schlecht;Nein;Nein;Ja
18416;Schlecht;Ja;Nein;Ja
18417;Gut;Nein;Ja;nein
18418;Gut;Ja;Ja;nein
18419;Schlecht;Ja;Nein;Ja
18420;Schlecht;Nein;Nein;Ja
18421;Gut;Nein;Nein;nein
18422;Schlecht;Nein;Nein;Ja
18423;Gut;Ja;Nein;nein
18424;Gut;Nein;Nein;nein
18425;Gut;Ja;Nein;nein
18426;Schlecht;Ja;Nein;Ja
18427;Schlecht;Nein;Nein;Ja
18428;Schlecht;Ja;Nein;Ja
18429;Schlecht;Ja;Nein;Ja
18430;Gut;Nein;Nein;nein
18431;Schlecht;Nein;Nein;Ja
18432;Gut;Nein;Nein;nein
18433;Gut;Nein;Nein;nein
18434;Gut;Ja;Nein;nein
18435;Gut;Nein;Nein;nein
18436;Gut;Nein;Nein;nein
18437;Gut;Ja;Nein;nein
18438;Gut;Ja;Nein;nein
18439;Gut;Nein;Nein;nein
18440;Gut;Ja;Ja;nein
18441;Schlecht;Nein;Nein;Ja
18442;Gut;Nein;Ja;nein
18443;Gut;Ja;Nein;nein
18444;Gut;Nein;Nein;nein
18445;Schlecht;Ja;Nein;Ja
18446;Gut;Nein;Nein;nein
18447;Gut;Ja;Nein;nein
18448;Gut;Ja;Nein;nein
18449;Gut;Nein;Ja;nein
18450;Gut;Ja;Nein;nein
18451;Schlecht;Nein;Nein;Ja
18452;Gut;Ja;Nein;nein
18453;Gut;Ja;Nein;nein
18454;Gut;Nein;Ja;nein
18455;Gut;Nein;Nein;Ja
18456;Schlecht;Nein;Nein;Ja
18457;Gut;Nein;Nein;nein
18458;Schlecht;Ja;Nein;Ja
18459;Gut;Nein;Nein;nein
18460;Gut;Ja;Nein;nein
18461;Gut;Nein;Nein;nein
18462;Gut;Nein;Nein;nein
18463;Gut;Nein;Nein;nein
18464;Gut;Nein;Nein;nein
18465;Gut;Ja;Nein;nein
18466;Schlecht;Ja;Nein;Ja
18467;Schlecht;Ja;Nein;nein
18468;Gut;Nein;Ja;nein
18469;Schlecht;Ja;Nein;Ja
18470;Gut;Nein;Nein;Ja
18471;Schlecht;Nein;Nein;Ja
18472;Schlecht;Ja;Nein;nein
18473;Schlecht;Ja;Nein;Ja
18474;Gut;Ja;Nein;nein
18475;Schlecht;Nein;Nein;nein
18476;Gut;Ja;Ja;nein
18477;Gut;Nein;Nein;nein
18478;Gut;Ja;Nein;nein
18479;Schlecht;Ja;Nein;Ja
18480;Gut;Nein;Ja;nein
18481;Gut;Nein;Ja;Ja
18482;Gut;Ja;Nein;nein
18483;Schlecht;Ja;Nein;Ja
18484;Gut;Nein;Nein;nein
18485;Gut;Nein;Nein;nein
18486;Gut;Ja;Ja;nein
18487;Gut;Nein;Nein;nein
18488;Gut;Nein;Nein;nein
18489;Gut;Ja;Nein;nein
18490;Gut;Nein;Nein;nein
18491;Schlecht;Nein;Nein;Ja
18492;Gut;Ja;Ja;nein
18493;Schlecht;Nein;Nein;Ja
18494;Gut;Nein;Nein;nein
18495;Schlecht;Ja;Nein;Ja
18496;Gut;Ja;Nein;nein
18497;Schlecht;Ja;Nein;Ja
18498;Gut;Ja;Nein;nein
18499;Schlecht;Ja;Nein;Ja
18500;Gut;Nein;Nein;nein
18501;Schlecht;Nein;Nein;Ja
18502;Gut;Ja;Nein;nein
18503;Schlecht;Nein;Nein;Ja
18504;Gut;Ja;Nein;nein
18505;Gut;Ja;Ja;nein
18506;Schlecht;Ja;Nein;nein
18507;Gut;Nein;Nein;nein
18508;Gut;Nein;Nein;nein
18509;Gut;Nein;Nein;nein
18510;Schlecht;Ja;Nein;Ja
18511;Schlecht;Ja;Nein;Ja
18512;Schlecht;Nein;Ja;Ja
18513;Schlecht;Ja;Nein;Ja
18514;Schlecht;Ja;Nein;Ja
18515;Schlecht;Ja;Nein;Ja
18516;Schlecht;Ja;Nein;Ja
18517;Schlecht;Ja;Nein;Ja
18518;Gut;Ja;Nein;nein
18519;Gut;Nein;Nein;nein
18520;Gut;Ja;Nein;nein
18521;Gut;Ja;Nein;nein
18522;Gut;Nein;Nein;nein
18523;Gut;Nein;Ja;nein
18524;Gut;Nein;Nein;nein
18525;Schlecht;Ja;Ja;nein
18526;Gut;Nein;Nein;nein
18527;Gut;Nein;Nein;nein
18528;Gut;Ja;Nein;nein
18529;Gut;Ja;Nein;nein
18530;Gut;Nein;Nein;nein
18531;Gut;Ja;Nein;nein
18532;Schlecht;Ja;Nein;Ja
18533;Gut;Ja;Nein;nein
18534;Gut;Nein;Nein;nein
18535;Gut;Ja;Nein;nein
18536;Gut;Nein;Nein;nein
18537;Schlecht;Nein;Nein;Ja
18538;Schlecht;Nein;Nein;Ja
18539;Gut;Nein;Ja;Ja
18540;Gut;Ja;Ja;nein
18541;Schlecht;Ja;Nein;Ja
18542;Gut;Nein;Nein;nein
18543;Gut;Nein;Nein;Ja
18544;Gut;Nein;Nein;nein
18545;Gut;Nein;Ja;nein
18546;Gut;Nein;Nein;nein
18547;Gut;Ja;Nein;nein
18548;Gut;Nein;Ja;nein
18549;Gut;Ja;Ja;nein
18550;Gut;Nein;Nein;nein
18551;Schlecht;Nein;Nein;nein
18552;Gut;Nein;Nein;nein
18553;Gut;Nein;Nein;nein
18554;Gut;Ja;Nein;nein
18555;Gut;Nein;Nein;nein
18556;Schlecht;Ja;Nein;Ja
18557;Gut;Ja;Nein;nein
18558;Gut;Nein;Nein;nein
18559;Gut;Nein;Nein;nein
18560;Gut;Nein;Ja;nein
18561;Schlecht;Nein;Nein;Ja
18562;Gut;Nein;Ja;nein
18563;Gut;Nein;Nein;nein
18564;Schlecht;Ja;Ja;Ja
18565;Gut;Nein;Ja;nein
18566;Gut;Nein;Ja;nein
18567;Schlecht;Ja;Nein;Ja
18568;Schlecht;Ja;Nein;nein
18569;Gut;Nein;Nein;nein
18570;Schlecht;Nein;Nein;Ja
18571;Gut;Ja;Ja;nein
18572;Schlecht;Ja;Nein;Ja
18573;Schlecht;Ja;Nein;Ja
18574;Gut;Nein;Nein;nein
18575;Gut;Nein;Nein;nein
18576;Gut;Nein;Nein;Ja
18577;Gut;Nein;Ja;nein
18578;Gut;Nein;Nein;nein
18579;Gut;Nein;Nein;nein
18580;Schlecht;Ja;Nein;Ja
18581;Schlecht;Nein;Nein;Ja
18582;Gut;Nein;Nein;nein
18583;Schlecht;Ja;Nein;nein
18584;Gut;Nein;Ja;nein
18585;Gut;Ja;Nein;nein
18586;Gut;Ja;Nein;nein
18587;Gut;Nein;Nein;nein
18588;Schlecht;Ja;Ja;nein
18589;Gut;Nein;Nein;nein
18590;Gut;Nein;Nein;nein
18591;Gut;Nein;Ja;nein
18592;Schlecht;Nein;Nein;Ja
18593;Gut;Nein;Ja;nein
18594;Gut;Nein;Nein;Ja
18595;Gut;Nein;Nein;nein
18596;Schlecht;Nein;Nein;Ja
18597;Gut;Ja;Ja;nein
18598;Gut;Nein;Nein;nein
18599;Schlecht;Ja;Nein;Ja
18600;Gut;Nein;Nein;nein
18601;Gut;Nein;Nein;nein
18602;Gut;Nein;Nein;nein
18603;Gut;Ja;Ja;nein
18604;Gut;Nein;Nein;Ja
18605;Schlecht;Nein;Nein;Ja
18606;Gut;Nein;Nein;nein
18607;Schlecht;Ja;Nein;Ja
18608;Gut;Nein;Nein;nein
18609;Gut;Nein;Nein;nein
18610;Gut;Nein;Nein;nein
18611;Gut;Nein;Nein;nein
18612;Gut;Ja;Nein;nein
18613;Gut;Ja;Nein;nein
18614;Schlecht;Ja;Nein;Ja
18615;Schlecht;Ja;Nein;Ja
18616;Schlecht;Nein;Nein;Ja
18617;Gut;Nein;Nein;nein
18618;Gut;Nein;Nein;nein
18619;Schlecht;Ja;Nein;Ja
18620;Gut;Ja;Nein;nein
18621;Schlecht;Nein;Ja;Ja
18622;Gut;Nein;Nein;nein
18623;Gut;Nein;Ja;nein
18624;Schlecht;Nein;Ja;Ja
18625;Gut;Ja;Nein;nein
18626;Schlecht;Ja;Nein;Ja
18627;Gut;Ja;Nein;nein
18628;Schlecht;Ja;Nein;Ja
18629;Gut;Ja;Nein;nein
18630;Gut;Ja;Ja;nein
18631;Schlecht;Ja;Nein;Ja
18632;Gut;Nein;Nein;nein
18633;Gut;Ja;Nein;nein
18634;Gut;Ja;Ja;nein
18635;Gut;Nein;Nein;nein
18636;Gut;Nein;Nein;Ja
18637;Gut;Nein;Ja;nein
18638;Schlecht;Ja;Nein;Ja
18639;Schlecht;Nein;Nein;Ja
18640;Gut;Ja;Ja;nein
18641;Gut;Ja;Nein;nein
18642;Schlecht;Ja;Nein;Ja
18643;Schlecht;Nein;Nein;Ja
18644;Gut;Ja;Nein;nein
18645;Gut;Ja;Nein;nein
18646;Gut;Nein;Nein;nein
18647;Gut;Nein;Nein;Ja
18648;Gut;Ja;Nein;nein
18649;Gut;Ja;Ja;nein
18650;Gut;Ja;Ja;nein
18651;Gut;Ja;Nein;nein
18652;Gut;Nein;Nein;Ja
18653;Gut;Nein;Nein;nein
18654;Gut;Nein;Ja;nein
18655;Gut;Ja;Nein;nein
18656;Gut;Ja;Nein;nein
18657;Schlecht;Ja;Nein;Ja
18658;Schlecht;Ja;Nein;Ja
18659;Schlecht;Ja;Nein;Ja
18660;Schlecht;Ja;Nein;Ja
18661;Gut;Nein;Ja;Ja
18662;Gut;Nein;Nein;nein
18663;Gut;Nein;Ja;nein
18664;Gut;Ja;Ja;nein
18665;Schlecht;Nein;Nein;Ja
18666;Schlecht;Nein;Nein;Ja
18667;Gut;Ja;Ja;nein
18668;Gut;Ja;Nein;nein
18669;Gut;Nein;Nein;nein
18670;Gut;Ja;Ja;nein
18671;Gut;Nein;Ja;nein
18672;Gut;Nein;Nein;nein
18673;Gut;Nein;Nein;nein
18674;Gut;Ja;Nein;nein
18675;Gut;Nein;Nein;Ja
18676;Schlecht;Ja;Nein;Ja
18677;Gut;Nein;Nein;nein
18678;Schlecht;Ja;Nein;Ja
18679;Schlecht;Nein;Nein;Ja
18680;Gut;Nein;Ja;nein
18681;Schlecht;Ja;Nein;nein
18682;Schlecht;Nein;Nein;Ja
18683;Gut;Nein;Ja;nein
18684;Gut;Ja;Nein;nein
18685;Schlecht;Nein;Nein;Ja
18686;Gut;Nein;Ja;nein
18687;Gut;Ja;Ja;nein
18688;Gut;Nein;Nein;Ja
18689;Gut;Nein;Ja;nein
18690;Gut;Ja;Nein;nein
18691;Gut;Ja;Ja;nein
18692;Schlecht;Nein;Nein;Ja
18693;Gut;Ja;Nein;nein
18694;Gut;Nein;Nein;nein
18695;Gut;Nein;Nein;nein
18696;Gut;Ja;Ja;nein
18697;Gut;Ja;Nein;nein
18698;Gut;Nein;Nein;nein
18699;Schlecht;Ja;Nein;nein
18700;Gut;Ja;Nein;nein
18701;Schlecht;Ja;Nein;Ja
18702;Schlecht;Nein;Nein;Ja
18703;Gut;Nein;Nein;nein
18704;Schlecht;Nein;Nein;Ja
18705;Gut;Ja;Ja;nein
18706;Gut;Nein;Ja;nein
18707;Schlecht;Ja;Nein;Ja
18708;Schlecht;Nein;Nein;Ja
18709;Schlecht;Ja;Nein;nein
18710;Gut;Nein;Nein;nein
18711;Schlecht;Ja;Nein;Ja
18712;Schlecht;Nein;Nein;Ja
18713;Schlecht;Ja;Nein;Ja
18714;Gut;Ja;Nein;nein
18715;Schlecht;Nein;Nein;Ja
18716;Gut;Nein;Ja;nein
18717;Gut;Ja;Nein;nein
18718;Schlecht;Nein;Nein;Ja
18719;Gut;Ja;Nein;nein
18720;Gut;Nein;Nein;nein
18721;Gut;Nein;Nein;nein
18722;Schlecht;Nein;Nein;nein
18723;Schlecht;Nein;Nein;Ja
18724;Gut;Ja;Nein;nein
18725;Schlecht;Nein;Nein;Ja
18726;Gut;Nein;Nein;nein
18727;Gut;Ja;Nein;nein
18728;Gut;Ja;Nein;nein
18729;Gut;Ja;Ja;nein
18730;Gut;Ja;Nein;nein
18731;Schlecht;Nein;Nein;Ja
18732;Schlecht;Ja;Nein;Ja
18733;Gut;Ja;Nein;nein
